,ZIP,protected,not_protected,bin
27602,87083,0.128,0.872,"(0.083, 0.139]"
27612,83244,0.02,0.98,"(0.012, 0.022]"
27613,97451,0.0,1.0,"(-0.001, 0.002]"
27615,8032,0.149,0.851,"(0.139, 0.278]"
27617,26422,0.0,1.0,"(-0.001, 0.002]"
27620,52543,0.0,1.0,"(-0.001, 0.002]"
27623,68019,0.131,0.869,"(0.083, 0.139]"
27649,41263,0.0,1.0,"(-0.001, 0.002]"
27662,17957,0.0,1.0,"(-0.001, 0.002]"
27669,34268,0.0,1.0,"(-0.001, 0.002]"
27671,50120,0.026,0.974,"(0.022, 0.036]"
27688,62019,0.0,1.0,"(-0.001, 0.002]"
27702,77415,0.0,1.0,"(-0.001, 0.002]"
27703,84539,0.092,0.908,"(0.083, 0.139]"
27706,24292,0.0,1.0,"(-0.001, 0.002]"
27710,49611,0.0,1.0,"(-0.001, 0.002]"
27713,52745,0.018,0.982,"(0.012, 0.022]"
27726,70662,0.0,1.0,"(-0.001, 0.002]"
27727,87524,1.0,0.0,"(0.278, 1.0]"
27730,47449,0.0,1.0,"(-0.001, 0.002]"
27738,71644,0.0409999999999999,0.959,"(0.036, 0.054]"
27741,3593,0.013,0.987,"(0.012, 0.022]"
27746,47465,0.018,0.982,"(0.012, 0.022]"
27747,49728,0.023,0.977,"(0.022, 0.036]"
27756,83545,0.018,0.982,"(0.012, 0.022]"
27758,12778,0.0,1.0,"(-0.001, 0.002]"
27767,68314,0.0,1.0,"(-0.001, 0.002]"
27769,97430,0.016,0.984,"(0.012, 0.022]"
27770,16826,0.0,1.0,"(-0.001, 0.002]"
27778,78243,0.07,0.93,"(0.054, 0.083]"
27782,88353,0.867,0.133,"(0.278, 1.0]"
27788,45854,0.024,0.976,"(0.022, 0.036]"
27811,62860,0.0,1.0,"(-0.001, 0.002]"
27812,66501,0.089,0.911,"(0.083, 0.139]"
27827,87578,0.652,0.348,"(0.278, 1.0]"
27836,62831,0.013,0.987,"(0.012, 0.022]"
27844,59631,0.003,0.997,"(0.002, 0.012]"
27846,62081,0.0819999999999999,0.918,"(0.054, 0.083]"
27879,99561,0.0,1.0,"(-0.001, 0.002]"
27882,16879,0.0,1.0,"(-0.001, 0.002]"
27890,84718,0.0,1.0,"(-0.001, 0.002]"
27894,38913,0.054,0.946,"(0.036, 0.054]"
27900,59231,0.0,1.0,"(-0.001, 0.002]"
27902,62362,0.027,0.973,"(0.022, 0.036]"
27904,73442,0.021,0.979,"(0.012, 0.022]"
27916,50430,0.027,0.973,"(0.022, 0.036]"
27919,93531,0.105,0.895,"(0.083, 0.139]"
27923,50837,0.019,0.981,"(0.012, 0.022]"
27930,12480,0.043,0.957,"(0.036, 0.054]"
27935,76637,0.111,0.889,"(0.083, 0.139]"
27963,1438,0.0,1.0,"(-0.001, 0.002]"
27974,49881,0.214,0.786,"(0.139, 0.278]"
27981,98614,0.0,1.0,"(-0.001, 0.002]"
27999,52169,0.0,1.0,"(-0.001, 0.002]"
28005,81121,0.3429999999999999,0.657,"(0.278, 1.0]"
28007,97750,0.188,0.812,"(0.139, 0.278]"
28020,15957,0.0,1.0,"(-0.001, 0.002]"
28069,36071,0.0,1.0,"(-0.001, 0.002]"
28075,56114,0.008,0.992,"(0.002, 0.012]"
28081,15634,0.0,1.0,"(-0.001, 0.002]"
28096,53812,0.0,1.0,"(-0.001, 0.002]"
28115,61333,0.017,0.983,"(0.012, 0.022]"
28120,74078,0.011,0.989,"(0.002, 0.012]"
28134,99660,0.031,0.969,"(0.022, 0.036]"
28153,50243,0.0,1.0,"(-0.001, 0.002]"
28154,51056,0.321,0.679,"(0.278, 1.0]"
28162,25540,0.0,1.0,"(-0.001, 0.002]"
28172,79062,0.46,0.54,"(0.278, 1.0]"
28174,7880,0.0,1.0,"(-0.001, 0.002]"
28175,20667,0.0,1.0,"(-0.001, 0.002]"
28179,58231,0.0,1.0,"(-0.001, 0.002]"
28182,72394,0.006,0.994,"(0.002, 0.012]"
28184,3832,0.006,0.994,"(0.002, 0.012]"
28197,96769,0.344,0.656,"(0.278, 1.0]"
28205,18242,0.474,0.526,"(0.278, 1.0]"
28229,93604,0.052,0.948,"(0.036, 0.054]"
28249,78162,0.54,0.4599999999999999,"(0.278, 1.0]"
28252,61321,0.074,0.926,"(0.054, 0.083]"
28267,43531,0.0,1.0,"(-0.001, 0.002]"
28271,84316,0.047,0.953,"(0.036, 0.054]"
28276,50612,0.0,1.0,"(-0.001, 0.002]"
28278,59444,0.021,0.979,"(0.012, 0.022]"
28280,79024,0.237,0.763,"(0.139, 0.278]"
28281,83809,0.0,1.0,"(-0.001, 0.002]"
28282,84334,0.0,1.0,"(-0.001, 0.002]"
28288,45673,0.0,1.0,"(-0.001, 0.002]"
28297,12439,0.08,0.92,"(0.054, 0.083]"
28299,15562,0.0,1.0,"(-0.001, 0.002]"
28319,53557,0.024,0.976,"(0.022, 0.036]"
28328,18246,0.0,1.0,"(-0.001, 0.002]"
28329,52048,0.015,0.985,"(0.012, 0.022]"
28333,59024,0.033,0.967,"(0.022, 0.036]"
28340,15674,0.0,1.0,"(-0.001, 0.002]"
28343,51631,0.015,0.985,"(0.012, 0.022]"
28363,16619,0.0,1.0,"(-0.001, 0.002]"
28395,29519,0.0,1.0,"(-0.001, 0.002]"
28397,43519,0.0,1.0,"(-0.001, 0.002]"
28401,64622,0.0,1.0,"(-0.001, 0.002]"
28421,45340,0.0,1.0,"(-0.001, 0.002]"
28430,78622,0.491,0.509,"(0.278, 1.0]"
28435,58776,0.262,0.738,"(0.139, 0.278]"
28440,72945,0.018,0.982,"(0.012, 0.022]"
28458,51366,0.0,1.0,"(-0.001, 0.002]"
28487,45734,0.0,1.0,"(-0.001, 0.002]"
28490,57432,0.0,1.0,"(-0.001, 0.002]"
28499,11956,0.088,0.912,"(0.083, 0.139]"
28507,64072,0.034,0.966,"(0.022, 0.036]"
28515,49027,0.248,0.752,"(0.139, 0.278]"
28549,38924,0.0,1.0,"(-0.001, 0.002]"
28576,72123,0.0,1.0,"(-0.001, 0.002]"
28578,85532,0.7240000000000001,0.2759999999999999,"(0.278, 1.0]"
28579,89828,0.099,0.901,"(0.083, 0.139]"
28582,12819,0.0,1.0,"(-0.001, 0.002]"
28583,15693,0.0,1.0,"(-0.001, 0.002]"
28584,41540,0.0,1.0,"(-0.001, 0.002]"
28593,15921,0.0,1.0,"(-0.001, 0.002]"
28603,59720,0.148,0.852,"(0.139, 0.278]"
28612,15695,0.0,1.0,"(-0.001, 0.002]"
28617,62856,0.023,0.977,"(0.022, 0.036]"
28636,68033,0.016,0.984,"(0.012, 0.022]"
28649,81655,0.306,0.694,"(0.278, 1.0]"
28655,81033,0.7290000000000001,0.2709999999999999,"(0.278, 1.0]"
28697,70631,0.003,0.997,"(0.002, 0.012]"
28703,13065,0.0,1.0,"(-0.001, 0.002]"
28708,41464,0.0,1.0,"(-0.001, 0.002]"
28711,57641,0.0069999999999999,0.993,"(0.002, 0.012]"
28755,61358,0.03,0.97,"(0.022, 0.036]"
28756,62481,0.0,1.0,"(-0.001, 0.002]"
28757,67351,0.0,1.0,"(-0.001, 0.002]"
28759,68724,0.0069999999999999,0.993,"(0.002, 0.012]"
28760,74045,0.0,1.0,"(-0.001, 0.002]"
28763,98305,0.0,1.0,"(-0.001, 0.002]"
28774,66761,0.0,1.0,"(-0.001, 0.002]"
28777,24458,0.0,1.0,"(-0.001, 0.002]"
28789,58448,0.0,1.0,"(-0.001, 0.002]"
28822,24869,0.0,1.0,"(-0.001, 0.002]"
28841,58327,0.0409999999999999,0.959,"(0.036, 0.054]"
28848,15750,0.0,1.0,"(-0.001, 0.002]"
28860,67621,0.0,1.0,"(-0.001, 0.002]"
28867,99602,0.038,0.962,"(0.036, 0.054]"
28868,4057,0.024,0.976,"(0.022, 0.036]"
28872,30708,0.187,0.813,"(0.139, 0.278]"
28889,50051,0.01,0.99,"(0.002, 0.012]"
28905,27879,0.024,0.976,"(0.022, 0.036]"
28909,52727,0.0,1.0,"(-0.001, 0.002]"
28924,60974,0.0139999999999999,0.986,"(0.012, 0.022]"
28938,55780,0.0,1.0,"(-0.001, 0.002]"
28940,58542,0.046,0.954,"(0.036, 0.054]"
28945,93512,0.077,0.923,"(0.054, 0.083]"
28949,24880,0.0,1.0,"(-0.001, 0.002]"
28952,51440,0.0069999999999999,0.993,"(0.002, 0.012]"
28958,67423,0.102,0.898,"(0.083, 0.139]"
28961,81210,0.018,0.982,"(0.012, 0.022]"
28982,63774,0.0,1.0,"(-0.001, 0.002]"
28991,96009,0.025,0.975,"(0.022, 0.036]"
29007,61363,0.09,0.91,"(0.083, 0.139]"
29035,97859,0.0139999999999999,0.986,"(0.012, 0.022]"
29036,99018,0.022,0.978,"(0.012, 0.022]"
29042,41832,0.0,1.0,"(-0.001, 0.002]"
29045,59732,0.1119999999999999,0.888,"(0.083, 0.139]"
29056,71969,0.055,0.945,"(0.054, 0.083]"
29072,83115,0.0,1.0,"(-0.001, 0.002]"
29077,50576,0.11,0.89,"(0.083, 0.139]"
29108,16861,0.0,1.0,"(-0.001, 0.002]"
29111,54985,0.096,0.904,"(0.083, 0.139]"
29128,77616,0.0,1.0,"(-0.001, 0.002]"
29134,52354,0.0,1.0,"(-0.001, 0.002]"
29136,58233,0.075,0.925,"(0.054, 0.083]"
29143,93603,0.0,1.0,"(-0.001, 0.002]"
29157,51645,0.03,0.97,"(0.022, 0.036]"
29159,58760,0.086,0.914,"(0.083, 0.139]"
29164,12844,0.026,0.974,"(0.022, 0.036]"
29171,52044,0.0,1.0,"(-0.001, 0.002]"
29175,12418,0.0,1.0,"(-0.001, 0.002]"
29179,35751,0.049,0.951,"(0.036, 0.054]"
29185,77367,0.0,1.0,"(-0.001, 0.002]"
29188,5362,0.008,0.992,"(0.002, 0.012]"
29201,76845,0.019,0.981,"(0.012, 0.022]"
29206,94021,0.0,1.0,"(-0.001, 0.002]"
29208,4855,0.0,1.0,"(-0.001, 0.002]"
29209,12460,0.0,1.0,"(-0.001, 0.002]"
29219,61431,0.0,1.0,"(-0.001, 0.002]"
29230,12139,0.0,1.0,"(-0.001, 0.002]"
29236,57725,0.0,1.0,"(-0.001, 0.002]"
29246,18932,0.0,1.0,"(-0.001, 0.002]"
29248,40940,0.0,1.0,"(-0.001, 0.002]"
29274,61460,0.147,0.853,"(0.139, 0.278]"
29292,69170,0.078,0.922,"(0.054, 0.083]"
29293,72528,0.0,1.0,"(-0.001, 0.002]"
29314,24168,0.0,1.0,"(-0.001, 0.002]"
29330,49815,0.0,1.0,"(-0.001, 0.002]"
29365,87049,0.079,0.921,"(0.054, 0.083]"
29366,99585,0.0,1.0,"(-0.001, 0.002]"
29377,99356,0.484,0.516,"(0.278, 1.0]"
29383,61775,0.0,1.0,"(-0.001, 0.002]"
29394,67057,0.032,0.968,"(0.022, 0.036]"
29402,95233,0.0,1.0,"(-0.001, 0.002]"
29433,93563,0.247,0.753,"(0.139, 0.278]"
29440,56660,0.0,1.0,"(-0.001, 0.002]"
29442,59625,0.045,0.955,"(0.036, 0.054]"
29449,57538,0.0,1.0,"(-0.001, 0.002]"
29454,4490,0.02,0.98,"(0.012, 0.022]"
29462,72663,0.008,0.992,"(0.002, 0.012]"
29471,99606,0.004,0.996,"(0.002, 0.012]"
29473,18913,0.0,1.0,"(-0.001, 0.002]"
29478,50515,0.0,1.0,"(-0.001, 0.002]"
29481,67649,0.0,1.0,"(-0.001, 0.002]"
29496,64028,0.012,0.988,"(0.002, 0.012]"
29500,68648,0.0,1.0,"(-0.001, 0.002]"
29503,79377,0.372,0.6279999999999999,"(0.278, 1.0]"
29505,13364,0.0,1.0,"(-0.001, 0.002]"
29540,58016,0.0,1.0,"(-0.001, 0.002]"
29542,59420,0.0,1.0,"(-0.001, 0.002]"
29548,74452,0.0289999999999999,0.971,"(0.022, 0.036]"
29552,21650,0.584,0.416,"(0.278, 1.0]"
29576,88028,0.143,0.857,"(0.139, 0.278]"
29596,39635,0.0,1.0,"(-0.001, 0.002]"
29608,54980,0.0,1.0,"(-0.001, 0.002]"
29614,13640,0.0,1.0,"(-0.001, 0.002]"
29632,7970,0.0,1.0,"(-0.001, 0.002]"
29641,49910,0.0,1.0,"(-0.001, 0.002]"
29650,4624,0.0,1.0,"(-0.001, 0.002]"
29660,89039,0.0,1.0,"(-0.001, 0.002]"
29664,50252,0.013,0.987,"(0.012, 0.022]"
29670,72470,0.0,1.0,"(-0.001, 0.002]"
29693,73764,0.0,1.0,"(-0.001, 0.002]"
29711,25444,0.0,1.0,"(-0.001, 0.002]"
29747,72930,0.009,0.991,"(0.002, 0.012]"
29751,99607,0.0,1.0,"(-0.001, 0.002]"
29752,99722,0.0,1.0,"(-0.001, 0.002]"
29760,31627,0.0,1.0,"(-0.001, 0.002]"
29769,43902,0.0,1.0,"(-0.001, 0.002]"
29770,43967,0.0,1.0,"(-0.001, 0.002]"
29800,5083,0.023,0.977,"(0.022, 0.036]"
29811,62319,0.0,1.0,"(-0.001, 0.002]"
29813,82731,0.0,1.0,"(-0.001, 0.002]"
29819,29667,0.0,1.0,"(-0.001, 0.002]"
29823,58755,0.0,1.0,"(-0.001, 0.002]"
29837,45310,0.0279999999999999,0.972,"(0.022, 0.036]"
29838,50433,0.018,0.982,"(0.012, 0.022]"
29845,94516,0.0139999999999999,0.986,"(0.012, 0.022]"
29860,12416,0.176,0.824,"(0.139, 0.278]"
29872,3293,0.0,1.0,"(-0.001, 0.002]"
29881,69030,0.195,0.8049999999999999,"(0.139, 0.278]"
29886,24476,0.0,1.0,"(-0.001, 0.002]"
29887,41534,0.0,1.0,"(-0.001, 0.002]"
29892,72083,0.0559999999999999,0.944,"(0.054, 0.083]"
29893,87046,0.4529999999999999,0.547,"(0.278, 1.0]"
29909,13692,0.0,1.0,"(-0.001, 0.002]"
29910,25666,0.0,1.0,"(-0.001, 0.002]"
29912,56546,0.118,0.882,"(0.083, 0.139]"
29919,83825,0.113,0.887,"(0.083, 0.139]"
29954,96112,0.143,0.857,"(0.139, 0.278]"
29967,22643,0.0,1.0,"(-0.001, 0.002]"
29984,63538,0.0,1.0,"(-0.001, 0.002]"
29992,99176,0.087,0.913,"(0.083, 0.139]"
29993,10540,0.301,0.6990000000000001,"(0.278, 1.0]"
30005,97873,0.0579999999999999,0.942,"(0.054, 0.083]"
30021,12071,0.0,1.0,"(-0.001, 0.002]"
30041,50594,0.123,0.877,"(0.083, 0.139]"
30042,62419,0.0,1.0,"(-0.001, 0.002]"
30049,23389,0.0,1.0,"(-0.001, 0.002]"
30059,95606,0.0,1.0,"(-0.001, 0.002]"
30068,71243,0.0,1.0,"(-0.001, 0.002]"
30090,97350,0.065,0.935,"(0.054, 0.083]"
30103,72585,0.0,1.0,"(-0.001, 0.002]"
30140,13418,0.0,1.0,"(-0.001, 0.002]"
30142,22433,0.2239999999999999,0.776,"(0.139, 0.278]"
30145,61451,0.0,1.0,"(-0.001, 0.002]"
30164,89047,0.0,1.0,"(-0.001, 0.002]"
30170,18814,0.13,0.87,"(0.083, 0.139]"
30187,78938,0.0,1.0,"(-0.001, 0.002]"
30189,15770,0.062,0.938,"(0.054, 0.083]"
30195,58627,0.0,1.0,"(-0.001, 0.002]"
30201,4992,0.0,1.0,"(-0.001, 0.002]"
30215,15448,0.0,1.0,"(-0.001, 0.002]"
30217,16645,0.005,0.995,"(0.002, 0.012]"
30231,99546,0.079,0.921,"(0.054, 0.083]"
30233,12741,0.037,0.963,"(0.036, 0.054]"
30259,98286,0.005,0.995,"(0.002, 0.012]"
30265,47263,0.059,0.941,"(0.054, 0.083]"
30270,1224,0.0,1.0,"(-0.001, 0.002]"
30276,48143,0.0,1.0,"(-0.001, 0.002]"
30285,74935,0.016,0.984,"(0.012, 0.022]"
30294,66775,0.0,1.0,"(-0.001, 0.002]"
30298,76373,0.038,0.962,"(0.036, 0.054]"
30310,59432,0.098,0.902,"(0.083, 0.139]"
30311,71922,0.038,0.962,"(0.036, 0.054]"
30344,16733,0.0,1.0,"(-0.001, 0.002]"
30345,17776,0.0,1.0,"(-0.001, 0.002]"
30349,43414,0.381,0.619,"(0.278, 1.0]"
30404,66714,0.0,1.0,"(-0.001, 0.002]"
30409,25093,0.0,1.0,"(-0.001, 0.002]"
30416,61475,0.0,1.0,"(-0.001, 0.002]"
30417,62438,0.0,1.0,"(-0.001, 0.002]"
30418,63784,0.04,0.96,"(0.036, 0.054]"
30425,12886,0.0,1.0,"(-0.001, 0.002]"
30427,18980,0.0,1.0,"(-0.001, 0.002]"
30439,12939,0.0,1.0,"(-0.001, 0.002]"
30453,57767,0.0,1.0,"(-0.001, 0.002]"
30454,59743,0.0,1.0,"(-0.001, 0.002]"
30460,99329,0.017,0.983,"(0.012, 0.022]"
30461,4485,0.0289999999999999,0.971,"(0.022, 0.036]"
30485,75856,0.0,1.0,"(-0.001, 0.002]"
30496,58043,0.017,0.983,"(0.012, 0.022]"
30503,25022,0.0,1.0,"(-0.001, 0.002]"
30515,41621,0.0,1.0,"(-0.001, 0.002]"
30516,50116,0.0,1.0,"(-0.001, 0.002]"
30519,65620,0.0,1.0,"(-0.001, 0.002]"
30523,76842,0.253,0.747,"(0.139, 0.278]"
30532,57477,0.0,1.0,"(-0.001, 0.002]"
30533,57766,0.0,1.0,"(-0.001, 0.002]"
30543,88338,0.148,0.852,"(0.139, 0.278]"
30564,25044,0.0,1.0,"(-0.001, 0.002]"
30579,25115,0.0,1.0,"(-0.001, 0.002]"
30598,50857,0.0,1.0,"(-0.001, 0.002]"
30600,63061,0.0,1.0,"(-0.001, 0.002]"
30604,69351,0.0,1.0,"(-0.001, 0.002]"
30606,77961,0.0,1.0,"(-0.001, 0.002]"
30628,24847,0.0,1.0,"(-0.001, 0.002]"
30629,38333,0.0,1.0,"(-0.001, 0.002]"
30634,57269,0.0,1.0,"(-0.001, 0.002]"
30637,68773,0.0,1.0,"(-0.001, 0.002]"
30639,89557,0.325,0.675,"(0.278, 1.0]"
30656,74522,0.031,0.969,"(0.022, 0.036]"
30670,57563,0.0,1.0,"(-0.001, 0.002]"
30675,87577,0.261,0.739,"(0.139, 0.278]"
30695,87936,0.644,0.356,"(0.278, 1.0]"
30697,18437,0.264,0.736,"(0.139, 0.278]"
30727,74540,0.032,0.968,"(0.022, 0.036]"
30731,97414,0.0,1.0,"(-0.001, 0.002]"
30746,21652,0.0,1.0,"(-0.001, 0.002]"
30752,71406,0.0,1.0,"(-0.001, 0.002]"
30755,78391,1.0,0.0,"(0.278, 1.0]"
30772,95717,0.129,0.871,"(0.083, 0.139]"
30775,21542,0.0,1.0,"(-0.001, 0.002]"
30779,59830,0.0,1.0,"(-0.001, 0.002]"
30780,66870,0.0,1.0,"(-0.001, 0.002]"
30795,1343,0.059,0.941,"(0.054, 0.083]"
30812,83542,0.0,1.0,"(-0.001, 0.002]"
30815,786,1.0,0.0,"(0.278, 1.0]"
30816,14874,0.0,1.0,"(-0.001, 0.002]"
30827,59311,0.0,1.0,"(-0.001, 0.002]"
30829,70782,0.0,1.0,"(-0.001, 0.002]"
30832,72948,0.0,1.0,"(-0.001, 0.002]"
30865,62518,0.0,1.0,"(-0.001, 0.002]"
30868,68833,0.0,1.0,"(-0.001, 0.002]"
30872,98833,0.02,0.98,"(0.012, 0.022]"
30881,59916,0.0,1.0,"(-0.001, 0.002]"
30913,73720,0.0,1.0,"(-0.001, 0.002]"
30941,65783,0.0,1.0,"(-0.001, 0.002]"
30969,59033,0.0139999999999999,0.986,"(0.012, 0.022]"
30990,87315,0.0,1.0,"(-0.001, 0.002]"
30998,24855,0.0,1.0,"(-0.001, 0.002]"
30999,43717,0.0139999999999999,0.986,"(0.012, 0.022]"
31001,46572,0.0,1.0,"(-0.001, 0.002]"
31020,57520,0.0,1.0,"(-0.001, 0.002]"
31038,57027,0.0,1.0,"(-0.001, 0.002]"
31041,62876,0.0139999999999999,0.986,"(0.012, 0.022]"
31056,66930,0.0289999999999999,0.971,"(0.022, 0.036]"
31057,72827,0.0,1.0,"(-0.001, 0.002]"
31063,88410,0.0,1.0,"(-0.001, 0.002]"
31064,91948,0.0,1.0,"(-0.001, 0.002]"
31087,58496,0.0,1.0,"(-0.001, 0.002]"
31091,96046,0.0,1.0,"(-0.001, 0.002]"
31093,15561,0.0,1.0,"(-0.001, 0.002]"
31094,15863,0.022,0.978,"(0.012, 0.022]"
31098,47034,0.0,1.0,"(-0.001, 0.002]"
31111,15760,0.0,1.0,"(-0.001, 0.002]"
31120,61471,0.0,1.0,"(-0.001, 0.002]"
31135,54926,0.061,0.939,"(0.054, 0.083]"
31153,67836,0.313,0.687,"(0.278, 1.0]"
31164,15733,0.0,1.0,"(-0.001, 0.002]"
31185,61743,0.0,1.0,"(-0.001, 0.002]"
31187,71820,0.0,1.0,"(-0.001, 0.002]"
31188,82640,0.0,1.0,"(-0.001, 0.002]"
31204,70513,0.0,1.0,"(-0.001, 0.002]"
31216,57651,0.0,1.0,"(-0.001, 0.002]"
31229,67036,0.0,1.0,"(-0.001, 0.002]"
31230,71029,0.032,0.968,"(0.022, 0.036]"
31232,93605,0.0,1.0,"(-0.001, 0.002]"
31236,16213,0.0,1.0,"(-0.001, 0.002]"
31261,56729,0.0,1.0,"(-0.001, 0.002]"
31263,73070,0.0969999999999999,0.903,"(0.083, 0.139]"
31269,12841,0.0,1.0,"(-0.001, 0.002]"
31270,18457,0.0,1.0,"(-0.001, 0.002]"
31280,68381,0.0,1.0,"(-0.001, 0.002]"
31291,58056,0.0,1.0,"(-0.001, 0.002]"
31296,66782,0.008,0.992,"(0.002, 0.012]"
31317,78588,1.0,0.0,"(0.278, 1.0]"
31323,15746,0.0,1.0,"(-0.001, 0.002]"
31325,24129,0.0,1.0,"(-0.001, 0.002]"
31335,87044,0.158,0.842,"(0.139, 0.278]"
31342,38623,0.0,1.0,"(-0.001, 0.002]"
31376,48410,0.0,1.0,"(-0.001, 0.002]"
31392,49063,0.0,1.0,"(-0.001, 0.002]"
31422,49115,0.0,1.0,"(-0.001, 0.002]"
31437,14545,0.0,1.0,"(-0.001, 0.002]"
31440,67658,0.062,0.938,"(0.054, 0.083]"
31446,6414,0.0,1.0,"(-0.001, 0.002]"
31461,46771,0.0,1.0,"(-0.001, 0.002]"
31462,48627,0.018,0.982,"(0.012, 0.022]"
31466,79032,0.866,0.134,"(0.278, 1.0]"
31507,59314,0.0,1.0,"(-0.001, 0.002]"
31535,17750,0.0,1.0,"(-0.001, 0.002]"
31538,40049,0.0,1.0,"(-0.001, 0.002]"
31547,17835,0.0,1.0,"(-0.001, 0.002]"
31555,63878,0.019,0.981,"(0.012, 0.022]"
31569,17729,0.0,1.0,"(-0.001, 0.002]"
31595,97134,0.0,1.0,"(-0.001, 0.002]"
31603,58484,0.0,1.0,"(-0.001, 0.002]"
31611,96037,0.0,1.0,"(-0.001, 0.002]"
31615,24830,0.049,0.951,"(0.036, 0.054]"
31617,43972,0.0,1.0,"(-0.001, 0.002]"
31620,58382,0.0,1.0,"(-0.001, 0.002]"
31643,68655,0.04,0.96,"(0.036, 0.054]"
31653,45838,0.0,1.0,"(-0.001, 0.002]"
31661,67744,0.0,1.0,"(-0.001, 0.002]"
31662,68923,0.01,0.99,"(0.002, 0.012]"
31674,24943,0.0,1.0,"(-0.001, 0.002]"
31678,43761,0.0,1.0,"(-0.001, 0.002]"
31679,45848,0.0,1.0,"(-0.001, 0.002]"
31690,95986,0.0,1.0,"(-0.001, 0.002]"
31700,59339,0.0,1.0,"(-0.001, 0.002]"
31709,13678,0.0,1.0,"(-0.001, 0.002]"
31713,76885,0.0,1.0,"(-0.001, 0.002]"
31717,95335,0.0,1.0,"(-0.001, 0.002]"
31719,5868,0.0,1.0,"(-0.001, 0.002]"
31724,57337,0.0,1.0,"(-0.001, 0.002]"
31725,57421,0.0,1.0,"(-0.001, 0.002]"
31749,8890,0.0,1.0,"(-0.001, 0.002]"
31754,45897,0.0,1.0,"(-0.001, 0.002]"
31772,57660,0.0,1.0,"(-0.001, 0.002]"
31803,93528,0.0,1.0,"(-0.001, 0.002]"
31814,89834,0.09,0.91,"(0.083, 0.139]"
31829,75641,0.148,0.852,"(0.139, 0.278]"
31835,42370,0.0,1.0,"(-0.001, 0.002]"
31839,59260,0.0,1.0,"(-0.001, 0.002]"
31848,41567,0.0,1.0,"(-0.001, 0.002]"
31860,96040,0.2789999999999999,0.7210000000000001,"(0.278, 1.0]"
31861,97336,0.0,1.0,"(-0.001, 0.002]"
31864,15353,0.0,1.0,"(-0.001, 0.002]"
31868,45336,0.012,0.988,"(0.002, 0.012]"
31889,62078,0.036,0.964,"(0.022, 0.036]"
31904,49848,0.0,1.0,"(-0.001, 0.002]"
31917,13020,0.0,1.0,"(-0.001, 0.002]"
31922,36439,0.0,1.0,"(-0.001, 0.002]"
31931,89430,0.0,1.0,"(-0.001, 0.002]"
31936,17858,0.0,1.0,"(-0.001, 0.002]"
31956,14413,0.0,1.0,"(-0.001, 0.002]"
31958,19369,0.0,1.0,"(-0.001, 0.002]"
31971,63330,0.0,1.0,"(-0.001, 0.002]"
31978,87729,0.45,0.55,"(0.278, 1.0]"
31989,47880,0.0,1.0,"(-0.001, 0.002]"
31990,50239,0.0,1.0,"(-0.001, 0.002]"
31994,65278,0.0,1.0,"(-0.001, 0.002]"
32004,25183,0.0,1.0,"(-0.001, 0.002]"
32012,68452,0.0,1.0,"(-0.001, 0.002]"
32016,93554,0.0,1.0,"(-0.001, 0.002]"
32045,23316,0.184,0.8160000000000001,"(0.139, 0.278]"
32063,28108,0.0,1.0,"(-0.001, 0.002]"
32078,50104,0.0,1.0,"(-0.001, 0.002]"
32082,61426,0.0,1.0,"(-0.001, 0.002]"
32085,79258,0.0,1.0,"(-0.001, 0.002]"
32093,28733,0.0,1.0,"(-0.001, 0.002]"
32094,33744,0.151,0.849,"(0.139, 0.278]"
32095,46961,0.0,1.0,"(-0.001, 0.002]"
32116,72860,0.0,1.0,"(-0.001, 0.002]"
32118,74946,0.0,1.0,"(-0.001, 0.002]"
32186,68751,0.0,1.0,"(-0.001, 0.002]"
32193,22989,0.0,1.0,"(-0.001, 0.002]"
32201,79519,0.0,1.0,"(-0.001, 0.002]"
32204,95981,0.0,1.0,"(-0.001, 0.002]"
32219,71823,0.0,1.0,"(-0.001, 0.002]"
32240,16670,0.0,1.0,"(-0.001, 0.002]"
32246,35559,0.0,1.0,"(-0.001, 0.002]"
32247,43733,0.0,1.0,"(-0.001, 0.002]"
32264,52631,0.0,1.0,"(-0.001, 0.002]"
32282,88424,0.0,1.0,"(-0.001, 0.002]"
32289,38772,0.0,1.0,"(-0.001, 0.002]"
32309,65320,0.017,0.983,"(0.012, 0.022]"
32310,69340,0.0,1.0,"(-0.001, 0.002]"
32318,36663,0.0,1.0,"(-0.001, 0.002]"
32332,16631,0.0,1.0,"(-0.001, 0.002]"
32333,17742,0.0,1.0,"(-0.001, 0.002]"
32352,46704,0.0,1.0,"(-0.001, 0.002]"
32369,71279,0.0,1.0,"(-0.001, 0.002]"
32372,83666,0.125,0.875,"(0.083, 0.139]"
32377,13643,0.0,1.0,"(-0.001, 0.002]"
32380,43439,0.0,1.0,"(-0.001, 0.002]"
32383,52771,0.0,1.0,"(-0.001, 0.002]"
32385,66970,0.0,1.0,"(-0.001, 0.002]"
32402,62519,0.0,1.0,"(-0.001, 0.002]"
32403,63743,0.0,1.0,"(-0.001, 0.002]"
32433,6376,0.0,1.0,"(-0.001, 0.002]"
32442,93226,0.0,1.0,"(-0.001, 0.002]"
32460,59077,0.0,1.0,"(-0.001, 0.002]"
32465,83433,0.0,1.0,"(-0.001, 0.002]"
32487,47458,0.0,1.0,"(-0.001, 0.002]"
32514,47916,0.0,1.0,"(-0.001, 0.002]"
