,ZIP,protected,not_protected,bin
8954,28612,0.044,0.956,"(0.036, 0.054]"
8974,15232,0.053,0.947,"(0.036, 0.054]"
9010,32951,0.052,0.948,"(0.036, 0.054]"
9012,63670,0.009,0.991,"(0.002, 0.012]"
9028,80902,0.16,0.84,"(0.139, 0.278]"
9077,8031,0.121,0.879,"(0.083, 0.139]"
9081,735,0.987,0.013,"(0.278, 1.0]"
9103,19129,0.052,0.948,"(0.036, 0.054]"
9116,45122,0.016,0.984,"(0.012, 0.022]"
9121,45648,0.008,0.992,"(0.002, 0.012]"
9133,33332,0.493,0.507,"(0.278, 1.0]"
9138,48895,0.022,0.978,"(0.012, 0.022]"
9148,33473,0.111,0.889,"(0.083, 0.139]"
9154,2375,0.053,0.947,"(0.036, 0.054]"
9169,38068,0.01,0.99,"(0.002, 0.012]"
9188,95425,0.284,0.716,"(0.278, 1.0]"
9197,44509,0.108,0.892,"(0.083, 0.139]"
9203,87420,0.021,0.979,"(0.012, 0.022]"
9204,18508,0.166,0.834,"(0.139, 0.278]"
9227,48732,0.079,0.921,"(0.054, 0.083]"
9237,84664,0.057,0.943,"(0.054, 0.083]"
9241,24219,0.0139999999999999,0.986,"(0.012, 0.022]"
9251,55092,0.005,0.995,"(0.002, 0.012]"
9253,33316,0.153,0.847,"(0.139, 0.278]"
9274,63113,0.012,0.988,"(0.002, 0.012]"
9279,731,0.998,0.002,"(0.278, 1.0]"
9282,7936,0.125,0.875,"(0.083, 0.139]"
9290,30417,0.133,0.867,"(0.083, 0.139]"
9293,93108,0.085,0.915,"(0.083, 0.139]"
9298,28610,0.035,0.965,"(0.022, 0.036]"
9301,60661,0.0819999999999999,0.918,"(0.054, 0.083]"
9318,29920,0.067,0.933,"(0.054, 0.083]"
9322,54615,0.0289999999999999,0.971,"(0.022, 0.036]"
9335,55425,0.2689999999999999,0.7310000000000001,"(0.139, 0.278]"
9338,90212,0.076,0.924,"(0.054, 0.083]"
9344,40242,0.05,0.95,"(0.036, 0.054]"
9362,24121,0.032,0.968,"(0.022, 0.036]"
9374,64137,0.066,0.934,"(0.054, 0.083]"
9379,18073,0.032,0.968,"(0.022, 0.036]"
9406,2645,0.018,0.982,"(0.012, 0.022]"
9425,39577,0.021,0.979,"(0.012, 0.022]"
9426,12210,0.061,0.939,"(0.054, 0.083]"
9436,89423,0.068,0.932,"(0.054, 0.083]"
9437,19072,0.038,0.962,"(0.036, 0.054]"
9439,60119,0.098,0.902,"(0.083, 0.139]"
9440,94571,0.231,0.769,"(0.139, 0.278]"
9448,97365,0.153,0.847,"(0.139, 0.278]"
9455,70775,0.012,0.988,"(0.002, 0.012]"
9485,41339,0.01,0.99,"(0.002, 0.012]"
9495,16901,0.011,0.989,"(0.002, 0.012]"
9508,38320,0.018,0.982,"(0.012, 0.022]"
9514,95012,0.841,0.159,"(0.278, 1.0]"
9523,5495,0.0289999999999999,0.971,"(0.022, 0.036]"
9528,707,0.996,0.004,"(0.278, 1.0]"
9537,13148,0.024,0.976,"(0.022, 0.036]"
9546,78945,0.245,0.755,"(0.139, 0.278]"
9549,66085,0.025,0.975,"(0.022, 0.036]"
9557,39482,0.012,0.988,"(0.002, 0.012]"
9573,30439,0.13,0.87,"(0.083, 0.139]"
9588,93223,0.898,0.1019999999999999,"(0.278, 1.0]"
9603,45402,0.049,0.951,"(0.036, 0.054]"
9616,2341,0.013,0.987,"(0.012, 0.022]"
9618,46802,0.143,0.857,"(0.139, 0.278]"
9649,19085,0.049,0.951,"(0.036, 0.054]"
9650,30427,0.121,0.879,"(0.083, 0.139]"
9651,15022,0.016,0.984,"(0.012, 0.022]"
9656,83661,0.216,0.784,"(0.139, 0.278]"
9674,60044,0.102,0.898,"(0.083, 0.139]"
9676,76537,0.346,0.6539999999999999,"(0.278, 1.0]"
9677,21617,0.0139999999999999,0.986,"(0.012, 0.022]"
9680,49544,0.071,0.929,"(0.054, 0.083]"
9701,77563,0.28,0.72,"(0.278, 1.0]"
9705,39567,0.085,0.915,"(0.083, 0.139]"
9708,84004,0.024,0.976,"(0.022, 0.036]"
9722,99518,0.105,0.895,"(0.083, 0.139]"
9737,18058,0.094,0.906,"(0.083, 0.139]"
9750,61264,0.043,0.957,"(0.036, 0.054]"
9758,14502,0.019,0.981,"(0.012, 0.022]"
9759,17844,0.019,0.981,"(0.012, 0.022]"
9764,15906,0.026,0.974,"(0.022, 0.036]"
9775,55805,0.036,0.964,"(0.022, 0.036]"
9777,70346,0.0279999999999999,0.972,"(0.022, 0.036]"
9779,46506,0.079,0.921,"(0.054, 0.083]"
9786,72949,0.035,0.965,"(0.022, 0.036]"
9797,19806,0.032,0.968,"(0.022, 0.036]"
9800,70818,0.017,0.983,"(0.012, 0.022]"
9850,86327,0.079,0.921,"(0.054, 0.083]"
9866,37381,0.006,0.994,"(0.002, 0.012]"
9875,49078,0.04,0.96,"(0.036, 0.054]"
9890,60464,0.066,0.934,"(0.054, 0.083]"
9900,70734,0.1689999999999999,0.831,"(0.139, 0.278]"
9925,30230,0.052,0.948,"(0.036, 0.054]"
9930,28207,0.027,0.973,"(0.022, 0.036]"
9936,1949,0.0559999999999999,0.944,"(0.054, 0.083]"
9940,60514,0.052,0.948,"(0.036, 0.054]"
9958,1863,0.0289999999999999,0.971,"(0.022, 0.036]"
9962,35555,0.005,0.995,"(0.002, 0.012]"
9965,24588,0.025,0.975,"(0.022, 0.036]"
9968,38011,0.019,0.981,"(0.012, 0.022]"
9972,28754,0.047,0.953,"(0.036, 0.054]"
9974,68467,0.055,0.945,"(0.054, 0.083]"
9976,8628,0.054,0.946,"(0.036, 0.054]"
9996,53182,0.047,0.953,"(0.036, 0.054]"
10011,60449,0.069,0.931,"(0.054, 0.083]"
10014,75704,0.286,0.714,"(0.278, 1.0]"
10036,29510,0.016,0.984,"(0.012, 0.022]"
10045,76692,0.1009999999999999,0.899,"(0.083, 0.139]"
10047,55355,0.06,0.94,"(0.054, 0.083]"
10052,48062,0.0579999999999999,0.942,"(0.054, 0.083]"
10057,56011,0.025,0.975,"(0.022, 0.036]"
10079,55063,0.023,0.977,"(0.022, 0.036]"
10114,33194,0.743,0.257,"(0.278, 1.0]"
10122,68110,0.175,0.825,"(0.139, 0.278]"
10148,78756,0.144,0.856,"(0.139, 0.278]"
10177,21219,0.011,0.989,"(0.002, 0.012]"
10189,53235,0.162,0.838,"(0.139, 0.278]"
10200,4468,0.0139999999999999,0.986,"(0.012, 0.022]"
10213,39170,0.0,1.0,"(-0.001, 0.002]"
10215,28690,0.036,0.964,"(0.022, 0.036]"
10242,15208,0.023,0.977,"(0.022, 0.036]"
10243,1952,0.069,0.931,"(0.054, 0.083]"
10245,44216,0.0139999999999999,0.986,"(0.012, 0.022]"
10246,44502,0.091,0.909,"(0.083, 0.139]"
10262,11713,0.245,0.755,"(0.139, 0.278]"
10270,16507,0.061,0.939,"(0.054, 0.083]"
10281,39232,0.033,0.967,"(0.022, 0.036]"
10282,7626,0.086,0.914,"(0.083, 0.139]"
10294,11565,0.115,0.885,"(0.083, 0.139]"
10324,50595,0.098,0.902,"(0.083, 0.139]"
10330,14209,0.068,0.932,"(0.054, 0.083]"
10337,19560,0.217,0.783,"(0.139, 0.278]"
10343,4915,0.0069999999999999,0.993,"(0.002, 0.012]"
10360,62832,0.03,0.97,"(0.022, 0.036]"
10376,38651,0.076,0.924,"(0.054, 0.083]"
10396,11792,0.066,0.934,"(0.054, 0.083]"
10398,30290,0.035,0.965,"(0.022, 0.036]"
10422,1607,0.183,0.817,"(0.139, 0.278]"
10431,63664,0.015,0.985,"(0.012, 0.022]"
10441,49329,0.03,0.97,"(0.022, 0.036]"
10473,71241,0.021,0.979,"(0.012, 0.022]"
10481,67052,0.059,0.941,"(0.054, 0.083]"
10487,48429,0.019,0.981,"(0.012, 0.022]"
10522,35096,0.021,0.979,"(0.012, 0.022]"
10548,30566,0.331,0.669,"(0.278, 1.0]"
10556,71467,0.124,0.876,"(0.083, 0.139]"
10561,98250,0.0819999999999999,0.918,"(0.054, 0.083]"
10572,71671,0.16,0.84,"(0.139, 0.278]"
10576,78616,0.685,0.3149999999999999,"(0.278, 1.0]"
10584,60022,0.009,0.991,"(0.002, 0.012]"
10588,43617,0.034,0.966,"(0.022, 0.036]"
10593,48015,0.0289999999999999,0.971,"(0.022, 0.036]"
10604,7930,0.023,0.977,"(0.022, 0.036]"
10610,10923,0.451,0.5489999999999999,"(0.278, 1.0]"
10622,49646,0.02,0.98,"(0.012, 0.022]"
10623,8848,0.015,0.985,"(0.012, 0.022]"
10626,53177,0.103,0.897,"(0.083, 0.139]"
10628,67110,0.04,0.96,"(0.036, 0.054]"
10634,48455,0.013,0.987,"(0.012, 0.022]"
10639,7762,0.015,0.985,"(0.012, 0.022]"
10640,98403,0.0579999999999999,0.942,"(0.054, 0.083]"
10649,52205,0.019,0.981,"(0.012, 0.022]"
10653,44710,0.019,0.981,"(0.012, 0.022]"
10669,89447,0.181,0.819,"(0.139, 0.278]"
10690,41139,0.006,0.994,"(0.002, 0.012]"
10702,60136,0.316,0.6839999999999999,"(0.278, 1.0]"
10705,92325,0.213,0.787,"(0.139, 0.278]"
10709,10989,0.121,0.879,"(0.083, 0.139]"
10721,63147,0.001,0.999,"(-0.001, 0.002]"
10723,84036,0.223,0.777,"(0.139, 0.278]"
10734,8801,0.087,0.913,"(0.083, 0.139]"
10739,20141,0.071,0.929,"(0.054, 0.083]"
10745,55336,0.133,0.867,"(0.083, 0.139]"
10746,93625,0.667,0.3329999999999999,"(0.278, 1.0]"
10753,61282,0.146,0.854,"(0.139, 0.278]"
10759,56378,0.05,0.95,"(0.036, 0.054]"
10778,83341,0.201,0.7989999999999999,"(0.139, 0.278]"
10806,35005,0.002,0.998,"(-0.001, 0.002]"
10838,85054,0.039,0.961,"(0.036, 0.054]"
10842,17327,0.038,0.962,"(0.036, 0.054]"
10873,93449,0.098,0.902,"(0.083, 0.139]"
10875,94710,0.193,0.8069999999999999,"(0.139, 0.278]"
10893,47872,0.008,0.992,"(0.002, 0.012]"
10900,2813,0.0139999999999999,0.986,"(0.012, 0.022]"
10905,52057,0.012,0.988,"(0.002, 0.012]"
10921,42064,0.018,0.982,"(0.012, 0.022]"
10922,25813,0.035,0.965,"(0.022, 0.036]"
10933,38355,0.036,0.964,"(0.022, 0.036]"
10941,83619,0.135,0.865,"(0.083, 0.139]"
10943,23970,0.048,0.952,"(0.036, 0.054]"
10952,45764,0.018,0.982,"(0.012, 0.022]"
10955,17349,0.019,0.981,"(0.012, 0.022]"
10962,78009,0.471,0.5289999999999999,"(0.278, 1.0]"
10966,58072,0.031,0.969,"(0.022, 0.036]"
10967,67124,0.077,0.923,"(0.054, 0.083]"
10973,3901,0.012,0.988,"(0.002, 0.012]"
10975,74743,0.071,0.929,"(0.054, 0.083]"
10980,55944,0.038,0.962,"(0.036, 0.054]"
10997,31321,0.008,0.992,"(0.002, 0.012]"
11010,14011,0.075,0.925,"(0.054, 0.083]"
11018,43028,0.009,0.991,"(0.002, 0.012]"
11019,46392,0.042,0.958,"(0.036, 0.054]"
11034,44813,0.001,0.999,"(-0.001, 0.002]"
11069,36089,0.1119999999999999,0.888,"(0.083, 0.139]"
11080,90077,0.0579999999999999,0.942,"(0.054, 0.083]"
11102,27316,0.1369999999999999,0.863,"(0.083, 0.139]"
11107,49083,0.016,0.984,"(0.012, 0.022]"
11109,8086,0.048,0.952,"(0.036, 0.054]"
11112,61606,0.09,0.91,"(0.083, 0.139]"
11115,48380,0.018,0.982,"(0.012, 0.022]"
11128,1364,0.024,0.976,"(0.022, 0.036]"
11140,3885,0.024,0.976,"(0.022, 0.036]"
11150,3249,0.022,0.978,"(0.012, 0.022]"
11172,6762,0.046,0.954,"(0.036, 0.054]"
11175,8035,0.03,0.97,"(0.022, 0.036]"
11189,50707,0.036,0.964,"(0.022, 0.036]"
11196,13732,0.02,0.98,"(0.012, 0.022]"
11219,14470,0.054,0.946,"(0.036, 0.054]"
11239,28127,0.0279999999999999,0.972,"(0.022, 0.036]"
11252,32112,0.4639999999999999,0.536,"(0.278, 1.0]"
11273,40311,0.005,0.995,"(0.002, 0.012]"
11308,27505,0.119,0.881,"(0.083, 0.139]"
11341,40390,0.032,0.968,"(0.022, 0.036]"
11345,77859,0.308,0.692,"(0.278, 1.0]"
11371,6471,0.026,0.974,"(0.022, 0.036]"
11385,17751,0.015,0.985,"(0.012, 0.022]"
11415,52333,0.021,0.979,"(0.012, 0.022]"
11421,83801,0.05,0.95,"(0.036, 0.054]"
11440,12721,0.209,0.791,"(0.139, 0.278]"
11441,32424,0.09,0.91,"(0.083, 0.139]"
11461,24614,0.008,0.992,"(0.002, 0.012]"
11470,54755,0.016,0.984,"(0.012, 0.022]"
11475,47448,0.026,0.974,"(0.022, 0.036]"
11479,95139,0.376,0.624,"(0.278, 1.0]"
11487,16150,0.004,0.996,"(0.002, 0.012]"
11503,71254,0.019,0.981,"(0.012, 0.022]"
11505,12198,0.022,0.978,"(0.012, 0.022]"
11564,52233,0.036,0.964,"(0.022, 0.036]"
11597,4841,0.009,0.991,"(0.002, 0.012]"
11599,43315,0.001,0.999,"(-0.001, 0.002]"
11604,87740,0.537,0.4629999999999999,"(0.278, 1.0]"
11606,35953,0.018,0.982,"(0.012, 0.022]"
11607,78266,0.2789999999999999,0.7210000000000001,"(0.278, 1.0]"
11617,6333,0.078,0.922,"(0.054, 0.083]"
11647,46795,0.021,0.979,"(0.012, 0.022]"
11660,39218,0.05,0.95,"(0.036, 0.054]"
11677,29160,0.0409999999999999,0.959,"(0.036, 0.054]"
11678,36375,0.0409999999999999,0.959,"(0.036, 0.054]"
11693,44201,0.0069999999999999,0.993,"(0.002, 0.012]"
11696,45828,0.021,0.979,"(0.012, 0.022]"
11697,37722,0.037,0.963,"(0.036, 0.054]"
11702,21754,0.1119999999999999,0.888,"(0.083, 0.139]"
11716,18403,0.005,0.995,"(0.002, 0.012]"
11754,15145,0.013,0.987,"(0.012, 0.022]"
11775,83467,0.034,0.966,"(0.022, 0.036]"
11777,15139,0.015,0.985,"(0.012, 0.022]"
11779,42408,0.008,0.992,"(0.002, 0.012]"
11780,32202,0.066,0.934,"(0.054, 0.083]"
11788,30628,0.039,0.961,"(0.036, 0.054]"
11798,7069,0.0559999999999999,0.944,"(0.054, 0.083]"
11814,48226,0.049,0.951,"(0.036, 0.054]"
11844,70374,0.07,0.93,"(0.054, 0.083]"
11851,2874,0.055,0.945,"(0.054, 0.083]"
11854,51012,0.051,0.949,"(0.036, 0.054]"
11855,13073,0.019,0.981,"(0.012, 0.022]"
11912,1983,0.018,0.982,"(0.012, 0.022]"
11921,50126,0.04,0.96,"(0.036, 0.054]"
11940,93234,0.953,0.047,"(0.278, 1.0]"
11958,25213,0.0,1.0,"(-0.001, 0.002]"
11969,75114,0.2189999999999999,0.781,"(0.139, 0.278]"
12001,98315,0.172,0.8280000000000001,"(0.139, 0.278]"
12003,23507,0.045,0.955,"(0.036, 0.054]"
12010,56283,0.037,0.963,"(0.036, 0.054]"
12019,21904,0.065,0.935,"(0.054, 0.083]"
12020,8533,0.12,0.88,"(0.083, 0.139]"
12023,48070,0.012,0.988,"(0.002, 0.012]"
12026,70441,0.0279999999999999,0.972,"(0.022, 0.036]"
12057,16933,0.015,0.985,"(0.012, 0.022]"
12071,45217,0.049,0.951,"(0.036, 0.054]"
12084,64158,0.174,0.8260000000000001,"(0.139, 0.278]"
12087,33493,0.225,0.775,"(0.139, 0.278]"
12088,1524,0.027,0.973,"(0.022, 0.036]"
12091,68528,0.086,0.914,"(0.083, 0.139]"
12107,45769,0.02,0.98,"(0.012, 0.022]"
12110,13346,0.059,0.941,"(0.054, 0.083]"
12118,14047,0.0279999999999999,0.972,"(0.022, 0.036]"
12126,14569,0.017,0.983,"(0.012, 0.022]"
12129,75860,0.254,0.746,"(0.139, 0.278]"
12148,26836,0.1,0.9,"(0.083, 0.139]"
12150,43830,0.0,1.0,"(-0.001, 0.002]"
12170,52310,0.042,0.958,"(0.036, 0.054]"
12175,3848,0.013,0.987,"(0.012, 0.022]"
12188,83211,0.417,0.583,"(0.278, 1.0]"
12190,39576,0.022,0.978,"(0.012, 0.022]"
12203,2892,0.02,0.98,"(0.012, 0.022]"
12206,53528,0.031,0.969,"(0.022, 0.036]"
12221,77517,0.249,0.751,"(0.139, 0.278]"
12228,7677,0.07,0.93,"(0.054, 0.083]"
12233,95467,0.106,0.894,"(0.083, 0.139]"
12235,39629,0.003,0.997,"(0.002, 0.012]"
12260,65066,0.0139999999999999,0.986,"(0.012, 0.022]"
12263,49250,0.013,0.987,"(0.012, 0.022]"
12276,49057,0.3289999999999999,0.671,"(0.278, 1.0]"
12289,36271,0.023,0.977,"(0.022, 0.036]"
12307,78203,0.797,0.2029999999999999,"(0.278, 1.0]"
12316,30002,0.015,0.985,"(0.012, 0.022]"
12325,54812,0.079,0.921,"(0.054, 0.083]"
12331,17810,0.131,0.869,"(0.083, 0.139]"
12332,27013,0.0279999999999999,0.972,"(0.022, 0.036]"
12338,28431,0.003,0.997,"(0.002, 0.012]"
12340,49087,0.017,0.983,"(0.012, 0.022]"
12356,62563,0.015,0.985,"(0.012, 0.022]"
12373,21161,0.005,0.995,"(0.002, 0.012]"
12394,49343,0.023,0.977,"(0.022, 0.036]"
12428,24422,0.006,0.994,"(0.002, 0.012]"
12437,43344,0.022,0.978,"(0.012, 0.022]"
12458,23604,0.193,0.8069999999999999,"(0.139, 0.278]"
12461,7082,0.1,0.9,"(0.083, 0.139]"
12490,79363,0.317,0.683,"(0.278, 1.0]"
12508,62205,0.001,0.999,"(-0.001, 0.002]"
12527,35184,0.03,0.97,"(0.022, 0.036]"
12538,21619,0.043,0.957,"(0.036, 0.054]"
12549,98380,0.034,0.966,"(0.022, 0.036]"
12552,606,0.993,0.007,"(0.278, 1.0]"
12561,55071,0.142,0.858,"(0.139, 0.278]"
12562,84624,0.142,0.858,"(0.139, 0.278]"
12563,28129,0.012,0.988,"(0.002, 0.012]"
12585,87547,0.166,0.834,"(0.139, 0.278]"
12589,55719,0.004,0.996,"(0.002, 0.012]"
12593,28678,0.135,0.865,"(0.083, 0.139]"
12594,44021,0.019,0.981,"(0.012, 0.022]"
12597,28578,0.493,0.507,"(0.278, 1.0]"
12610,63068,0.044,0.956,"(0.036, 0.054]"
12625,47220,0.0139999999999999,0.986,"(0.012, 0.022]"
12627,27605,0.0279999999999999,0.972,"(0.022, 0.036]"
12629,6073,0.055,0.945,"(0.054, 0.083]"
12630,39150,0.001,0.999,"(-0.001, 0.002]"
12641,8059,0.089,0.911,"(0.083, 0.139]"
12674,25951,0.034,0.966,"(0.022, 0.036]"
12676,42544,0.008,0.992,"(0.002, 0.012]"
12685,48109,0.067,0.933,"(0.054, 0.083]"
12686,1238,0.026,0.974,"(0.022, 0.036]"
12700,50548,0.069,0.931,"(0.054, 0.083]"
12711,26047,0.024,0.976,"(0.022, 0.036]"
12728,43072,0.0409999999999999,0.959,"(0.036, 0.054]"
12737,26250,0.017,0.983,"(0.012, 0.022]"
12739,30621,0.036,0.964,"(0.022, 0.036]"
12744,8029,0.085,0.915,"(0.083, 0.139]"
12745,37769,0.0139999999999999,0.986,"(0.012, 0.022]"
12747,47356,0.024,0.976,"(0.022, 0.036]"
12756,41175,0.0,1.0,"(-0.001, 0.002]"
12758,74048,0.042,0.958,"(0.036, 0.054]"
12759,37370,0.057,0.943,"(0.054, 0.083]"
12778,95249,0.1669999999999999,0.833,"(0.139, 0.278]"
12786,19127,0.04,0.96,"(0.036, 0.054]"
12804,57262,0.0409999999999999,0.959,"(0.036, 0.054]"
12807,13778,0.025,0.975,"(0.022, 0.036]"
12868,22473,0.04,0.96,"(0.036, 0.054]"
12869,32508,0.273,0.727,"(0.139, 0.278]"
12887,65556,0.047,0.953,"(0.036, 0.054]"
12889,33762,0.106,0.894,"(0.083, 0.139]"
12890,55319,0.008,0.992,"(0.002, 0.012]"
12898,65689,0.036,0.964,"(0.022, 0.036]"
12904,965,0.996,0.004,"(0.278, 1.0]"
12905,75559,0.057,0.943,"(0.054, 0.083]"
12914,46601,0.08,0.92,"(0.054, 0.083]"
12921,2738,0.038,0.962,"(0.036, 0.054]"
12925,49247,0.043,0.957,"(0.036, 0.054]"
12926,55321,0.071,0.929,"(0.054, 0.083]"
12943,80951,0.1009999999999999,0.899,"(0.083, 0.139]"
12946,42366,0.005,0.995,"(0.002, 0.012]"
12957,96101,0.147,0.853,"(0.139, 0.278]"
12960,43783,0.008,0.992,"(0.002, 0.012]"
12972,6524,0.02,0.98,"(0.012, 0.022]"
12976,17820,0.04,0.96,"(0.036, 0.054]"
12990,43620,0.075,0.925,"(0.054, 0.083]"
12997,92363,0.217,0.783,"(0.139, 0.278]"
13012,12143,0.001,0.999,"(-0.001, 0.002]"
13025,1035,0.036,0.964,"(0.022, 0.036]"
13052,16833,0.009,0.991,"(0.002, 0.012]"
13076,18519,0.043,0.957,"(0.036, 0.054]"
13084,30113,0.004,0.996,"(0.002, 0.012]"
13088,80927,0.283,0.717,"(0.278, 1.0]"
13089,47031,0.004,0.996,"(0.002, 0.012]"
13098,5450,0.017,0.983,"(0.012, 0.022]"
13100,41169,0.0,1.0,"(-0.001, 0.002]"
13101,37336,0.031,0.969,"(0.022, 0.036]"
13113,98851,0.201,0.7989999999999999,"(0.139, 0.278]"
13120,60021,0.135,0.865,"(0.083, 0.139]"
13126,37915,0.0139999999999999,0.986,"(0.012, 0.022]"
13138,52726,0.04,0.96,"(0.036, 0.054]"
13152,39145,0.008,0.992,"(0.002, 0.012]"
13159,37085,0.037,0.963,"(0.036, 0.054]"
13169,71857,0.0,1.0,"(-0.001, 0.002]"
13176,21111,0.021,0.979,"(0.012, 0.022]"
13177,22849,0.068,0.932,"(0.054, 0.083]"
13181,6359,0.072,0.928,"(0.054, 0.083]"
13184,46181,0.012,0.988,"(0.002, 0.012]"
13188,32180,0.52,0.48,"(0.278, 1.0]"
13191,45710,0.013,0.987,"(0.012, 0.022]"
13219,45252,0.004,0.996,"(0.002, 0.012]"
13226,70075,0.125,0.875,"(0.083, 0.139]"
13238,23690,0.23,0.77,"(0.139, 0.278]"
13267,37302,0.037,0.963,"(0.036, 0.054]"
13279,44072,0.045,0.955,"(0.036, 0.054]"
13280,46590,0.0559999999999999,0.944,"(0.054, 0.083]"
13308,95692,0.181,0.819,"(0.139, 0.278]"
13316,52776,0.382,0.618,"(0.278, 1.0]"
13321,97818,0.634,0.366,"(0.278, 1.0]"
13328,97114,0.2,0.8,"(0.139, 0.278]"
13346,52031,0.016,0.984,"(0.012, 0.022]"
13353,10560,0.065,0.935,"(0.054, 0.083]"
13358,85034,0.634,0.366,"(0.278, 1.0]"
13395,83110,0.045,0.955,"(0.036, 0.054]"
13398,53061,0.0409999999999999,0.959,"(0.036, 0.054]"
13400,15135,0.006,0.994,"(0.002, 0.012]"
13403,32113,0.103,0.897,"(0.083, 0.139]"
13406,21710,0.075,0.925,"(0.054, 0.083]"
13408,23974,0.016,0.984,"(0.012, 0.022]"
13416,3906,0.022,0.978,"(0.012, 0.022]"
13426,87529,0.417,0.583,"(0.278, 1.0]"
13443,29435,0.095,0.905,"(0.083, 0.139]"
13446,76462,0.213,0.787,"(0.139, 0.278]"
13451,65753,0.037,0.963,"(0.036, 0.054]"
13454,53070,0.044,0.956,"(0.036, 0.054]"
13464,56633,0.074,0.926,"(0.054, 0.083]"
13465,98840,0.145,0.855,"(0.139, 0.278]"
13467,54568,0.037,0.963,"(0.036, 0.054]"
13469,35234,0.022,0.978,"(0.012, 0.022]"
13496,78361,0.933,0.067,"(0.278, 1.0]"
13504,37616,0.017,0.983,"(0.012, 0.022]"
13526,2210,0.03,0.97,"(0.022, 0.036]"
13529,92210,0.037,0.963,"(0.036, 0.054]"
13542,38456,0.015,0.985,"(0.012, 0.022]"
13543,95685,0.061,0.939,"(0.054, 0.083]"
13569,7440,0.132,0.868,"(0.083, 0.139]"
13574,65483,0.009,0.991,"(0.002, 0.012]"
13575,96785,0.185,0.815,"(0.139, 0.278]"
13580,2717,0.008,0.992,"(0.002, 0.012]"
13583,79782,0.55,0.4499999999999999,"(0.278, 1.0]"
13585,95912,0.647,0.353,"(0.278, 1.0]"
13595,1560,0.059,0.941,"(0.054, 0.083]"
13596,46347,0.062,0.938,"(0.054, 0.083]"
13599,19094,0.071,0.929,"(0.054, 0.083]"
13604,16025,0.019,0.981,"(0.012, 0.022]"
13609,46562,0.053,0.947,"(0.036, 0.054]"
13614,54555,0.019,0.981,"(0.012, 0.022]"
13631,60420,0.067,0.933,"(0.054, 0.083]"
13642,27379,0.047,0.953,"(0.036, 0.054]"
13646,45338,0.01,0.99,"(0.002, 0.012]"
13664,60203,0.09,0.91,"(0.083, 0.139]"
13672,22974,0.039,0.961,"(0.036, 0.054]"
13679,86011,0.228,0.772,"(0.139, 0.278]"
13681,12962,0.001,0.999,"(-0.001, 0.002]"
13698,72744,0.067,0.933,"(0.054, 0.083]"
13704,33576,0.067,0.933,"(0.054, 0.083]"
13713,49868,0.036,0.964,"(0.022, 0.036]"
13726,17728,0.009,0.991,"(0.002, 0.012]"
13729,3044,0.011,0.989,"(0.002, 0.012]"
13744,28135,0.079,0.921,"(0.054, 0.083]"
13745,49862,0.015,0.985,"(0.012, 0.022]"
13754,42351,0.016,0.984,"(0.012, 0.022]"
13763,53809,0.015,0.985,"(0.012, 0.022]"
13771,95665,0.171,0.829,"(0.139, 0.278]"
13776,46542,0.0969999999999999,0.903,"(0.083, 0.139]"
13778,21162,0.046,0.954,"(0.036, 0.054]"
13791,70339,0.006,0.994,"(0.002, 0.012]"
13799,62285,0.006,0.994,"(0.002, 0.012]"
13808,16023,0.005,0.995,"(0.002, 0.012]"
13816,65037,0.038,0.962,"(0.036, 0.054]"
13822,93272,0.878,0.122,"(0.278, 1.0]"
13823,65079,0.005,0.995,"(0.002, 0.012]"
13827,49042,0.049,0.951,"(0.036, 0.054]"
13840,30725,0.032,0.968,"(0.022, 0.036]"
13842,19551,0.052,0.948,"(0.036, 0.054]"
13858,37150,0.045,0.955,"(0.036, 0.054]"
13871,19547,0.018,0.982,"(0.012, 0.022]"
13878,12148,0.044,0.956,"(0.036, 0.054]"
13880,91906,0.31,0.69,"(0.278, 1.0]"
13885,16424,0.02,0.98,"(0.012, 0.022]"
13898,37687,0.012,0.988,"(0.002, 0.012]"
13902,3861,0.051,0.949,"(0.036, 0.054]"
13911,76531,0.1369999999999999,0.863,"(0.083, 0.139]"
13912,5060,0.005,0.995,"(0.002, 0.012]"
13913,16947,0.039,0.961,"(0.036, 0.054]"
13925,84511,0.098,0.902,"(0.083, 0.139]"
13928,74855,0.047,0.953,"(0.036, 0.054]"
13940,55964,0.0579999999999999,0.942,"(0.054, 0.083]"
13942,76365,0.039,0.961,"(0.036, 0.054]"
13944,71653,0.098,0.902,"(0.083, 0.139]"
13952,98937,0.1009999999999999,0.899,"(0.083, 0.139]"
13953,83252,0.045,0.955,"(0.036, 0.054]"
13957,20106,0.059,0.941,"(0.054, 0.083]"
13969,54771,0.02,0.98,"(0.012, 0.022]"
13974,72422,0.004,0.996,"(0.002, 0.012]"
13998,26034,0.004,0.996,"(0.002, 0.012]"
14012,11568,0.075,0.925,"(0.054, 0.083]"
14018,12027,0.019,0.981,"(0.012, 0.022]"
14021,46793,0.027,0.973,"(0.022, 0.036]"
14040,6259,0.03,0.97,"(0.022, 0.036]"
14059,24577,0.001,0.999,"(-0.001, 0.002]"
14062,74337,0.048,0.952,"(0.036, 0.054]"
14078,80807,0.225,0.775,"(0.139, 0.278]"
14103,98935,0.882,0.118,"(0.278, 1.0]"
14109,1452,0.033,0.967,"(0.022, 0.036]"
