ZIP,protected,not_protected,bin
11932,0.201,0.7989999999999999,"(0.139, 0.278]"
15686,0.006999999999999999,0.993,"(0.002, 0.012]"
15865,0.008,0.992,"(0.002, 0.012]"
74531,0.159,0.841,"(0.139, 0.278]"
20625,0.0,1.0,"(-0.001, 0.002]"
22949,0.008,0.992,"(0.002, 0.012]"
26801,0.0,1.0,"(-0.001, 0.002]"
47036,0.023,0.977,"(0.022, 0.036]"
49745,0.006,0.994,"(0.002, 0.012]"
52165,0.0,1.0,"(-0.001, 0.002]"
59317,0.009000000000000001,0.991,"(0.002, 0.012]"
62463,0.0,1.0,"(-0.001, 0.002]"
99554,0.0,1.0,"(-0.001, 0.002]"
3592,0.008,0.992,"(0.002, 0.012]"
49947,0.034,0.966,"(0.022, 0.036]"
63848,0.037000000000000005,0.963,"(0.036, 0.054]"
84747,0.008,0.992,"(0.002, 0.012]"
3740,0.001,0.999,"(-0.001, 0.002]"
39861,0.001,0.999,"(-0.001, 0.002]"
47003,0.07200000000000001,0.9279999999999999,"(0.054, 0.083]"
61572,0.003,0.997,"(0.002, 0.012]"
77456,0.428,0.5720000000000001,"(0.278, 1.0]"
33848,0.583,0.41700000000000004,"(0.278, 1.0]"
95615,0.37799999999999995,0.6220000000000001,"(0.278, 1.0]"
10969,0.062,0.938,"(0.054, 0.083]"
15056,0.019,0.981,"(0.012, 0.022]"
24844,0.0,1.0,"(-0.001, 0.002]"
26337,0.0,1.0,"(-0.001, 0.002]"
38505,0.013000000000000001,0.987,"(0.012, 0.022]"
41262,0.0,1.0,"(-0.001, 0.002]"
50846,0.006999999999999999,0.993,"(0.002, 0.012]"
55969,0.004,0.996,"(0.002, 0.012]"
56137,0.055999999999999994,0.944,"(0.054, 0.083]"
79508,0.126,0.874,"(0.083, 0.139]"
96120,0.10099999999999999,0.899,"(0.083, 0.139]"
50680,0.01,0.99,"(0.002, 0.012]"
64097,0.03,0.97,"(0.022, 0.036]"
68443,0.006999999999999999,0.993,"(0.002, 0.012]"
89316,0.1,0.9,"(0.083, 0.139]"
4221,0.019,0.981,"(0.012, 0.022]"
45034,0.009000000000000001,0.991,"(0.002, 0.012]"
62816,0.036000000000000004,0.964,"(0.022, 0.036]"
87579,0.779,0.22099999999999997,"(0.278, 1.0]"
93441,0.191,0.8089999999999999,"(0.139, 0.278]"
5036,0.0,1.0,"(-0.001, 0.002]"
8241,0.005,0.995,"(0.002, 0.012]"
51058,0.0,1.0,"(-0.001, 0.002]"
28772,0.077,0.923,"(0.054, 0.083]"
32193,0.049,0.951,"(0.036, 0.054]"
64401,0.042,0.958,"(0.036, 0.054]"
67464,0.052000000000000005,0.948,"(0.036, 0.054]"
82190,0.021,0.979,"(0.012, 0.022]"
88311,0.14,0.86,"(0.139, 0.278]"
98416,0.11199999999999999,0.888,"(0.083, 0.139]"
14143,0.025,0.975,"(0.022, 0.036]"
41085,0.094,0.906,"(0.083, 0.139]"
42440,0.021,0.979,"(0.012, 0.022]"
54554,0.008,0.992,"(0.002, 0.012]"
56041,0.012,0.988,"(0.002, 0.012]"
61564,0.006,0.994,"(0.002, 0.012]"
63732,0.013000000000000001,0.987,"(0.012, 0.022]"
67140,0.01,0.99,"(0.002, 0.012]"
93553,0.16699999999999998,0.833,"(0.139, 0.278]"
12980,0.005,0.995,"(0.002, 0.012]"
26238,0.031,0.969,"(0.022, 0.036]"
56028,0.009000000000000001,0.991,"(0.002, 0.012]"
97204,0.149,0.851,"(0.139, 0.278]"
27878,0.0,1.0,"(-0.001, 0.002]"
48762,0.015,0.985,"(0.012, 0.022]"
66724,0.003,0.997,"(0.002, 0.012]"
68967,0.109,0.891,"(0.083, 0.139]"
24822,0.0,1.0,"(-0.001, 0.002]"
48724,0.10099999999999999,0.899,"(0.083, 0.139]"
65640,0.0,1.0,"(-0.001, 0.002]"
66845,0.040999999999999995,0.959,"(0.036, 0.054]"
1531,0.003,0.997,"(0.002, 0.012]"
4942,0.015,0.985,"(0.012, 0.022]"
53801,0.121,0.879,"(0.083, 0.139]"
57278,0.073,0.927,"(0.054, 0.083]"
64448,0.0,1.0,"(-0.001, 0.002]"
79739,0.43700000000000006,0.563,"(0.278, 1.0]"
81225,0.009000000000000001,0.991,"(0.002, 0.012]"
96057,0.068,0.9319999999999999,"(0.054, 0.083]"
8247,0.012,0.988,"(0.002, 0.012]"
16926,0.002,0.998,"(-0.001, 0.002]"
45678,0.0,1.0,"(-0.001, 0.002]"
67451,0.039,0.961,"(0.036, 0.054]"
76372,0.133,0.867,"(0.083, 0.139]"
43504,0.026000000000000002,0.974,"(0.022, 0.036]"
82836,0.011000000000000001,0.989,"(0.002, 0.012]"
83537,0.013000000000000001,0.987,"(0.012, 0.022]"
13490,0.048,0.952,"(0.036, 0.054]"
22832,0.0,1.0,"(-0.001, 0.002]"
46798,0.0,1.0,"(-0.001, 0.002]"
81141,0.48,0.52,"(0.278, 1.0]"
83839,0.0,1.0,"(-0.001, 0.002]"
92328,0.42100000000000004,0.579,"(0.278, 1.0]"
95701,0.038,0.962,"(0.036, 0.054]"
43445,0.063,0.937,"(0.054, 0.083]"
62701,0.028999999999999998,0.971,"(0.022, 0.036]"
4765,0.005,0.995,"(0.002, 0.012]"
37753,0.003,0.997,"(0.002, 0.012]"
69024,0.001,0.999,"(-0.001, 0.002]"
61884,0.011000000000000001,0.989,"(0.002, 0.012]"
97867,0.076,0.924,"(0.054, 0.083]"
98934,0.235,0.765,"(0.139, 0.278]"
99775,0.039,0.961,"(0.036, 0.054]"
12029,0.015,0.985,"(0.012, 0.022]"
50268,0.042,0.958,"(0.036, 0.054]"
59353,0.067,0.933,"(0.054, 0.083]"
64494,0.038,0.962,"(0.036, 0.054]"
65733,0.001,0.999,"(-0.001, 0.002]"
68331,0.08900000000000001,0.911,"(0.083, 0.139]"
26269,0.0,1.0,"(-0.001, 0.002]"
28631,0.018000000000000002,0.982,"(0.012, 0.022]"
49969,0.013000000000000001,0.987,"(0.012, 0.022]"
54772,0.022000000000000002,0.978,"(0.012, 0.022]"
55704,0.040999999999999995,0.959,"(0.036, 0.054]"
83610,0.024,0.976,"(0.022, 0.036]"
2812,0.0,1.0,"(-0.001, 0.002]"
49724,0.012,0.988,"(0.002, 0.012]"
49836,0.0,1.0,"(-0.001, 0.002]"
58773,0.004,0.996,"(0.002, 0.012]"
92275,0.456,0.544,"(0.278, 1.0]"
1098,0.002,0.998,"(-0.001, 0.002]"
29922,0.0,1.0,"(-0.001, 0.002]"
42324,0.0,1.0,"(-0.001, 0.002]"
48735,0.028999999999999998,0.971,"(0.022, 0.036]"
81131,0.062,0.938,"(0.054, 0.083]"
84006,0.18600000000000003,0.814,"(0.139, 0.278]"
84783,0.0,1.0,"(-0.001, 0.002]"
95466,0.253,0.747,"(0.139, 0.278]"
12815,0.0,1.0,"(-0.001, 0.002]"
18219,0.02,0.98,"(0.012, 0.022]"
20779,0.0,1.0,"(-0.001, 0.002]"
27966,0.17,0.83,"(0.139, 0.278]"
29929,0.002,0.998,"(-0.001, 0.002]"
54750,0.008,0.992,"(0.002, 0.012]"
58413,0.005,0.995,"(0.002, 0.012]"
67578,0.037000000000000005,0.963,"(0.036, 0.054]"
4623,0.053,0.947,"(0.036, 0.054]"
15475,0.0,1.0,"(-0.001, 0.002]"
17060,0.004,0.996,"(0.002, 0.012]"
23461,0.205,0.795,"(0.139, 0.278]"
24946,0.0,1.0,"(-0.001, 0.002]"
45711,0.0,1.0,"(-0.001, 0.002]"
47038,0.012,0.988,"(0.002, 0.012]"
57037,0.005,0.995,"(0.002, 0.012]"
65759,0.008,0.992,"(0.002, 0.012]"
86547,0.0,1.0,"(-0.001, 0.002]"
56119,0.237,0.763,"(0.139, 0.278]"
71432,0.011000000000000001,0.989,"(0.002, 0.012]"
81146,0.198,0.802,"(0.139, 0.278]"
86540,0.0,1.0,"(-0.001, 0.002]"
93432,0.131,0.869,"(0.083, 0.139]"
5088,0.0,1.0,"(-0.001, 0.002]"
13802,0.067,0.933,"(0.054, 0.083]"
13813,0.0,1.0,"(-0.001, 0.002]"
47981,0.009000000000000001,0.991,"(0.002, 0.012]"
56732,0.0,1.0,"(-0.001, 0.002]"
62634,0.03,0.97,"(0.022, 0.036]"
11957,0.027999999999999997,0.972,"(0.022, 0.036]"
37305,0.0,1.0,"(-0.001, 0.002]"
16746,0.004,0.996,"(0.002, 0.012]"
23442,0.098,0.902,"(0.083, 0.139]"
35972,0.0,1.0,"(-0.001, 0.002]"
44887,0.08199999999999999,0.918,"(0.054, 0.083]"
62460,0.0,1.0,"(-0.001, 0.002]"
65334,0.002,0.998,"(-0.001, 0.002]"
69154,0.02,0.98,"(0.012, 0.022]"
97488,0.09300000000000001,0.907,"(0.083, 0.139]"
25512,0.0,1.0,"(-0.001, 0.002]"
41602,0.0,1.0,"(-0.001, 0.002]"
42035,0.051,0.949,"(0.036, 0.054]"
49303,0.07400000000000001,0.9259999999999999,"(0.054, 0.083]"
54836,0.035,0.965,"(0.022, 0.036]"
56339,0.025,0.975,"(0.022, 0.036]"
84752,0.046,0.954,"(0.036, 0.054]"
98651,0.033,0.967,"(0.022, 0.036]"
13684,0.001,0.999,"(-0.001, 0.002]"
16695,0.001,0.999,"(-0.001, 0.002]"
18254,0.193,0.8069999999999999,"(0.139, 0.278]"
61279,0.008,0.992,"(0.002, 0.012]"
61413,0.08,0.92,"(0.054, 0.083]"
81424,0.021,0.979,"(0.012, 0.022]"
16443,0.01,0.99,"(0.002, 0.012]"
43066,0.0,1.0,"(-0.001, 0.002]"
48720,0.026000000000000002,0.974,"(0.022, 0.036]"
55314,0.102,0.898,"(0.083, 0.139]"
57363,0.025,0.975,"(0.022, 0.036]"
87714,0.5489999999999999,0.45100000000000007,"(0.278, 1.0]"
25611,0.0,1.0,"(-0.001, 0.002]"
41777,0.0,1.0,"(-0.001, 0.002]"
56054,0.0,1.0,"(-0.001, 0.002]"
87582,1.0,0.0,"(0.278, 1.0]"
17758,0.021,0.979,"(0.012, 0.022]"
45867,0.017,0.983,"(0.012, 0.022]"
76475,0.233,0.767,"(0.139, 0.278]"
83444,0.301,0.6990000000000001,"(0.278, 1.0]"
99123,0.0,1.0,"(-0.001, 0.002]"
25871,0.004,0.996,"(0.002, 0.012]"
31784,0.021,0.979,"(0.012, 0.022]"
36205,0.040999999999999995,0.959,"(0.036, 0.054]"
42207,0.0,1.0,"(-0.001, 0.002]"
65264,0.002,0.998,"(-0.001, 0.002]"
66095,0.17,0.83,"(0.139, 0.278]"
73042,0.076,0.924,"(0.054, 0.083]"
22720,0.077,0.923,"(0.054, 0.083]"
71726,0.0,1.0,"(-0.001, 0.002]"
6282,0.0,1.0,"(-0.001, 0.002]"
25676,0.0,1.0,"(-0.001, 0.002]"
44628,0.008,0.992,"(0.002, 0.012]"
52570,0.01,0.99,"(0.002, 0.012]"
53922,0.006999999999999999,0.993,"(0.002, 0.012]"
66080,0.0,1.0,"(-0.001, 0.002]"
3260,0.03,0.97,"(0.022, 0.036]"
15662,0.0,1.0,"(-0.001, 0.002]"
17016,0.0,1.0,"(-0.001, 0.002]"
22716,0.0,1.0,"(-0.001, 0.002]"
38253,0.161,0.839,"(0.139, 0.278]"
62028,0.052000000000000005,0.948,"(0.036, 0.054]"
87575,0.956,0.04400000000000004,"(0.278, 1.0]"
67831,0.052000000000000005,0.948,"(0.036, 0.054]"
70552,0.0,1.0,"(-0.001, 0.002]"
73458,0.105,0.895,"(0.083, 0.139]"
76250,0.006,0.994,"(0.002, 0.012]"
83541,0.011000000000000001,0.989,"(0.002, 0.012]"
2561,0.0,1.0,"(-0.001, 0.002]"
25186,0.094,0.906,"(0.083, 0.139]"
44651,0.0,1.0,"(-0.001, 0.002]"
49757,0.057999999999999996,0.942,"(0.054, 0.083]"
52209,0.095,0.905,"(0.083, 0.139]"
52530,0.017,0.983,"(0.012, 0.022]"
56138,0.004,0.996,"(0.002, 0.012]"
58631,0.006,0.994,"(0.002, 0.012]"
76621,0.071,0.929,"(0.054, 0.083]"
4292,0.0,1.0,"(-0.001, 0.002]"
55970,0.01,0.99,"(0.002, 0.012]"
69025,0.05,0.95,"(0.036, 0.054]"
71256,0.011000000000000001,0.989,"(0.002, 0.012]"
71835,0.001,0.999,"(-0.001, 0.002]"
13796,0.02,0.98,"(0.012, 0.022]"
18435,0.027000000000000003,0.973,"(0.022, 0.036]"
41642,0.0,1.0,"(-0.001, 0.002]"
68070,0.004,0.996,"(0.002, 0.012]"
73432,0.046,0.954,"(0.036, 0.054]"
78877,0.9790000000000001,0.020999999999999908,"(0.278, 1.0]"
83255,0.026000000000000002,0.974,"(0.022, 0.036]"
87549,0.732,0.268,"(0.278, 1.0]"
14037,0.0,1.0,"(-0.001, 0.002]"
24941,0.002,0.998,"(-0.001, 0.002]"
38241,0.024,0.976,"(0.022, 0.036]"
52751,0.035,0.965,"(0.022, 0.036]"
57075,0.003,0.997,"(0.002, 0.012]"
57523,0.0,1.0,"(-0.001, 0.002]"
58561,0.0,1.0,"(-0.001, 0.002]"
71003,0.08,0.92,"(0.054, 0.083]"
34216,0.022000000000000002,0.978,"(0.012, 0.022]"
36738,0.02,0.98,"(0.012, 0.022]"
52171,0.003,0.997,"(0.002, 0.012]"
35575,0.006,0.994,"(0.002, 0.012]"
40328,0.005,0.995,"(0.002, 0.012]"
50641,0.011000000000000001,0.989,"(0.002, 0.012]"
54027,0.012,0.988,"(0.002, 0.012]"
67839,0.139,0.861,"(0.083, 0.139]"
80741,0.131,0.869,"(0.083, 0.139]"
5039,0.027999999999999997,0.972,"(0.022, 0.036]"
41231,0.0,1.0,"(-0.001, 0.002]"
57012,0.09699999999999999,0.903,"(0.083, 0.139]"
62339,0.0,1.0,"(-0.001, 0.002]"
62627,0.013999999999999999,0.986,"(0.012, 0.022]"
62853,0.009000000000000001,0.991,"(0.002, 0.012]"
72532,0.032,0.968,"(0.022, 0.036]"
74533,0.011000000000000001,0.989,"(0.002, 0.012]"
36548,0.011000000000000001,0.989,"(0.002, 0.012]"
52346,0.011000000000000001,0.989,"(0.002, 0.012]"
55919,0.022000000000000002,0.978,"(0.012, 0.022]"
57528,0.0,1.0,"(-0.001, 0.002]"
68939,0.024,0.976,"(0.022, 0.036]"
70638,0.07,0.9299999999999999,"(0.054, 0.083]"
76427,0.062,0.938,"(0.054, 0.083]"
76486,0.037000000000000005,0.963,"(0.036, 0.054]"
92257,0.36200000000000004,0.6379999999999999,"(0.278, 1.0]"
3450,0.026000000000000002,0.974,"(0.022, 0.036]"
18831,0.004,0.996,"(0.002, 0.012]"
23943,0.047,0.953,"(0.036, 0.054]"
30821,0.0,1.0,"(-0.001, 0.002]"
31070,0.052000000000000005,0.948,"(0.036, 0.054]"
54723,0.003,0.997,"(0.002, 0.012]"
80705,0.495,0.505,"(0.278, 1.0]"
92368,0.473,0.527,"(0.278, 1.0]"
36255,0.0,1.0,"(-0.001, 0.002]"
53506,0.005,0.995,"(0.002, 0.012]"
71331,0.069,0.931,"(0.054, 0.083]"
87499,0.076,0.924,"(0.054, 0.083]"
93624,0.85,0.15000000000000002,"(0.278, 1.0]"
97820,0.068,0.9319999999999999,"(0.054, 0.083]"
99714,0.015,0.985,"(0.012, 0.022]"
24250,0.0,1.0,"(-0.001, 0.002]"
29686,0.006,0.994,"(0.002, 0.012]"
41840,0.0,1.0,"(-0.001, 0.002]"
52318,0.0,1.0,"(-0.001, 0.002]"
52658,0.013999999999999999,0.986,"(0.012, 0.022]"
61015,0.0,1.0,"(-0.001, 0.002]"
64481,0.008,0.992,"(0.002, 0.012]"
72069,0.0,1.0,"(-0.001, 0.002]"
73832,0.096,0.904,"(0.083, 0.139]"
25507,0.0,1.0,"(-0.001, 0.002]"
36752,0.0,1.0,"(-0.001, 0.002]"
47575,0.0,1.0,"(-0.001, 0.002]"
49632,0.081,0.919,"(0.054, 0.083]"
52223,0.0,1.0,"(-0.001, 0.002]"
56450,0.015,0.985,"(0.012, 0.022]"
78872,0.904,0.09599999999999997,"(0.278, 1.0]"
27847,0.02,0.98,"(0.012, 0.022]"
47147,0.053,0.947,"(0.036, 0.054]"
16636,0.0,1.0,"(-0.001, 0.002]"
30470,0.06,0.94,"(0.054, 0.083]"
39862,0.013999999999999999,0.986,"(0.012, 0.022]"
42265,0.0,1.0,"(-0.001, 0.002]"
43462,0.077,0.923,"(0.054, 0.083]"
64841,0.035,0.965,"(0.022, 0.036]"
12548,0.133,0.867,"(0.083, 0.139]"
18425,0.025,0.975,"(0.022, 0.036]"
49726,0.0,1.0,"(-0.001, 0.002]"
62985,0.009000000000000001,0.991,"(0.002, 0.012]"
64163,0.045,0.955,"(0.036, 0.054]"
1355,0.006999999999999999,0.993,"(0.002, 0.012]"
3241,0.028999999999999998,0.971,"(0.022, 0.036]"
3752,0.033,0.967,"(0.022, 0.036]"
4655,0.028999999999999998,0.971,"(0.022, 0.036]"
14507,0.018000000000000002,0.982,"(0.012, 0.022]"
17006,0.021,0.979,"(0.012, 0.022]"
30572,0.0,1.0,"(-0.001, 0.002]"
43319,0.0,1.0,"(-0.001, 0.002]"
43767,0.0,1.0,"(-0.001, 0.002]"
56318,0.006999999999999999,0.993,"(0.002, 0.012]"
67029,0.03,0.97,"(0.022, 0.036]"
67484,0.054000000000000006,0.946,"(0.036, 0.054]"
83553,0.046,0.954,"(0.036, 0.054]"
92321,0.348,0.652,"(0.278, 1.0]"
6755,0.01,0.99,"(0.002, 0.012]"
47847,0.002,0.998,"(-0.001, 0.002]"
50150,0.0,1.0,"(-0.001, 0.002]"
65761,0.005,0.995,"(0.002, 0.012]"
25646,0.061,0.9390000000000001,"(0.054, 0.083]"
41831,0.003,0.997,"(0.002, 0.012]"
50044,0.026000000000000002,0.974,"(0.022, 0.036]"
65034,0.0,1.0,"(-0.001, 0.002]"
72436,0.0,1.0,"(-0.001, 0.002]"
72538,0.0,1.0,"(-0.001, 0.002]"
2807,0.0,1.0,"(-0.001, 0.002]"
17868,0.042,0.958,"(0.036, 0.054]"
51561,0.086,0.914,"(0.083, 0.139]"
58636,0.013999999999999999,0.986,"(0.012, 0.022]"
63867,0.003,0.997,"(0.002, 0.012]"
71838,0.0,1.0,"(-0.001, 0.002]"
97489,0.218,0.782,"(0.139, 0.278]"
4284,0.006,0.994,"(0.002, 0.012]"
8555,0.23399999999999999,0.766,"(0.139, 0.278]"
33865,0.307,0.6930000000000001,"(0.278, 1.0]"
43153,0.134,0.866,"(0.083, 0.139]"
56469,0.0,1.0,"(-0.001, 0.002]"
64739,0.015,0.985,"(0.012, 0.022]"
81233,0.049,0.951,"(0.036, 0.054]"
96062,0.064,0.9359999999999999,"(0.054, 0.083]"
35979,0.0,1.0,"(-0.001, 0.002]"
39336,0.008,0.992,"(0.002, 0.012]"
41636,0.03,0.97,"(0.022, 0.036]"
54418,0.015,0.985,"(0.012, 0.022]"
54855,0.0,1.0,"(-0.001, 0.002]"
58576,0.016,0.984,"(0.012, 0.022]"
63637,0.075,0.925,"(0.054, 0.083]"
87010,0.025,0.975,"(0.022, 0.036]"
99581,0.0,1.0,"(-0.001, 0.002]"
38565,0.0,1.0,"(-0.001, 0.002]"
38575,0.10400000000000001,0.896,"(0.083, 0.139]"
49950,0.013999999999999999,0.986,"(0.012, 0.022]"
51052,0.012,0.988,"(0.002, 0.012]"
56176,0.024,0.976,"(0.022, 0.036]"
67834,0.016,0.984,"(0.012, 0.022]"
86024,0.14,0.86,"(0.139, 0.278]"
28439,0.196,0.804,"(0.139, 0.278]"
31035,0.045,0.955,"(0.036, 0.054]"
43356,0.182,0.8180000000000001,"(0.139, 0.278]"
43971,0.0,1.0,"(-0.001, 0.002]"
45788,0.0,1.0,"(-0.001, 0.002]"
47358,0.0,1.0,"(-0.001, 0.002]"
62440,0.001,0.999,"(-0.001, 0.002]"
63626,0.0,1.0,"(-0.001, 0.002]"
68041,0.040999999999999995,0.959,"(0.036, 0.054]"
71407,0.0,1.0,"(-0.001, 0.002]"
84633,0.29100000000000004,0.709,"(0.278, 1.0]"
13788,0.006,0.994,"(0.002, 0.012]"
29105,0.05,0.95,"(0.036, 0.054]"
66937,0.0,1.0,"(-0.001, 0.002]"
74052,0.016,0.984,"(0.012, 0.022]"
77046,0.11800000000000001,0.882,"(0.083, 0.139]"
99658,0.004,0.996,"(0.002, 0.012]"
51331,0.015,0.985,"(0.012, 0.022]"
55053,0.048,0.952,"(0.036, 0.054]"
95225,0.0,1.0,"(-0.001, 0.002]"
12585,0.013999999999999999,0.986,"(0.012, 0.022]"
39859,0.034,0.966,"(0.022, 0.036]"
61875,0.037000000000000005,0.963,"(0.036, 0.054]"
64446,0.01,0.99,"(0.002, 0.012]"
83451,0.322,0.6779999999999999,"(0.278, 1.0]"
15410,0.0,1.0,"(-0.001, 0.002]"
31025,0.032,0.968,"(0.022, 0.036]"
49716,0.008,0.992,"(0.002, 0.012]"
49874,0.006999999999999999,0.993,"(0.002, 0.012]"
54557,0.037000000000000005,0.963,"(0.036, 0.054]"
57472,0.05,0.95,"(0.036, 0.054]"
58274,0.0,1.0,"(-0.001, 0.002]"
99641,0.02,0.98,"(0.012, 0.022]"
8019,0.10400000000000001,0.896,"(0.083, 0.139]"
32449,0.071,0.929,"(0.054, 0.083]"
48727,0.025,0.975,"(0.022, 0.036]"
50522,0.008,0.992,"(0.002, 0.012]"
55922,0.009000000000000001,0.991,"(0.002, 0.012]"
71219,0.0,1.0,"(-0.001, 0.002]"
83431,0.309,0.6910000000000001,"(0.278, 1.0]"
97481,0.0,1.0,"(-0.001, 0.002]"
25075,0.0,1.0,"(-0.001, 0.002]"
47223,0.0,1.0,"(-0.001, 0.002]"
52147,0.052000000000000005,0.948,"(0.036, 0.054]"
55367,0.03,0.97,"(0.022, 0.036]"
16546,0.034,0.966,"(0.022, 0.036]"
23436,0.032,0.968,"(0.022, 0.036]"
24839,0.0,1.0,"(-0.001, 0.002]"
36585,0.0,1.0,"(-0.001, 0.002]"
40854,0.011000000000000001,0.989,"(0.002, 0.012]"
97876,0.17800000000000002,0.822,"(0.139, 0.278]"
1254,0.004,0.996,"(0.002, 0.012]"
36482,0.0,1.0,"(-0.001, 0.002]"
61075,0.021,0.979,"(0.012, 0.022]"
61420,0.0,1.0,"(-0.001, 0.002]"
14728,0.006,0.994,"(0.002, 0.012]"
25607,0.0,1.0,"(-0.001, 0.002]"
57279,0.040999999999999995,0.959,"(0.036, 0.054]"
57760,0.0,1.0,"(-0.001, 0.002]"
62422,0.019,0.981,"(0.012, 0.022]"
64659,0.003,0.997,"(0.002, 0.012]"
68340,0.024,0.976,"(0.022, 0.036]"
68825,0.025,0.975,"(0.022, 0.036]"
71826,0.131,0.869,"(0.083, 0.139]"
50149,0.022000000000000002,0.978,"(0.012, 0.022]"
64670,0.011000000000000001,0.989,"(0.002, 0.012]"
12934,0.0,1.0,"(-0.001, 0.002]"
40075,0.052000000000000005,0.948,"(0.036, 0.054]"
58835,0.008,0.992,"(0.002, 0.012]"
62376,0.0,1.0,"(-0.001, 0.002]"
73481,0.012,0.988,"(0.002, 0.012]"
95017,0.506,0.494,"(0.278, 1.0]"
4863,0.009000000000000001,0.991,"(0.002, 0.012]"
15729,0.0,1.0,"(-0.001, 0.002]"
25521,0.0,1.0,"(-0.001, 0.002]"
35035,0.0,1.0,"(-0.001, 0.002]"
45849,0.031,0.969,"(0.022, 0.036]"
2652,0.0,1.0,"(-0.001, 0.002]"
11960,0.07,0.9299999999999999,"(0.054, 0.083]"
21869,0.11599999999999999,0.884,"(0.083, 0.139]"
36370,0.006999999999999999,0.993,"(0.002, 0.012]"
36768,0.001,0.999,"(-0.001, 0.002]"
47588,0.021,0.979,"(0.012, 0.022]"
48754,0.04,0.96,"(0.036, 0.054]"
56661,0.009000000000000001,0.991,"(0.002, 0.012]"
63939,0.036000000000000004,0.964,"(0.022, 0.036]"
69151,0.057999999999999996,0.942,"(0.054, 0.083]"
12464,0.09699999999999999,0.903,"(0.083, 0.139]"
15742,0.0,1.0,"(-0.001, 0.002]"
15762,0.0,1.0,"(-0.001, 0.002]"
34760,0.0,1.0,"(-0.001, 0.002]"
56650,0.003,0.997,"(0.002, 0.012]"
58344,0.055999999999999994,0.944,"(0.054, 0.083]"
68004,0.004,0.996,"(0.002, 0.012]"
72350,0.002,0.998,"(-0.001, 0.002]"
99655,0.0,1.0,"(-0.001, 0.002]"
3846,0.017,0.983,"(0.012, 0.022]"
66546,0.004,0.996,"(0.002, 0.012]"
18211,0.0,1.0,"(-0.001, 0.002]"
27885,0.083,0.917,"(0.054, 0.083]"
51462,0.02,0.98,"(0.012, 0.022]"
55726,0.0,1.0,"(-0.001, 0.002]"
57221,0.075,0.925,"(0.054, 0.083]"
58558,0.0,1.0,"(-0.001, 0.002]"
65024,0.006,0.994,"(0.002, 0.012]"
65059,0.001,0.999,"(-0.001, 0.002]"
67441,0.015,0.985,"(0.012, 0.022]"
68423,0.0,1.0,"(-0.001, 0.002]"
71670,0.022000000000000002,0.978,"(0.012, 0.022]"
78358,0.075,0.925,"(0.054, 0.083]"
5037,0.01,0.99,"(0.002, 0.012]"
23405,0.042,0.958,"(0.036, 0.054]"
24059,0.0,1.0,"(-0.001, 0.002]"
61349,0.003,0.997,"(0.002, 0.012]"
74552,0.003,0.997,"(0.002, 0.012]"
93254,0.465,0.5349999999999999,"(0.278, 1.0]"
95664,0.083,0.917,"(0.054, 0.083]"
41238,0.0,1.0,"(-0.001, 0.002]"
51542,0.0,1.0,"(-0.001, 0.002]"
58369,0.034,0.966,"(0.022, 0.036]"
66781,0.0,1.0,"(-0.001, 0.002]"
71323,0.0,1.0,"(-0.001, 0.002]"
17260,0.0,1.0,"(-0.001, 0.002]"
30118,0.068,0.9319999999999999,"(0.054, 0.083]"
39152,0.0,1.0,"(-0.001, 0.002]"
51053,0.14300000000000002,0.857,"(0.139, 0.278]"
80451,0.061,0.9390000000000001,"(0.054, 0.083]"
81020,0.397,0.603,"(0.278, 1.0]"
17021,0.0,1.0,"(-0.001, 0.002]"
42344,0.0,1.0,"(-0.001, 0.002]"
8608,0.115,0.885,"(0.083, 0.139]"
41531,0.0,1.0,"(-0.001, 0.002]"
43413,0.053,0.947,"(0.036, 0.054]"
83314,0.23600000000000002,0.764,"(0.139, 0.278]"
84760,0.024,0.976,"(0.022, 0.036]"
47855,0.0,1.0,"(-0.001, 0.002]"
50510,0.019,0.981,"(0.012, 0.022]"
95410,0.025,0.975,"(0.022, 0.036]"
45876,0.0,1.0,"(-0.001, 0.002]"
99170,0.079,0.921,"(0.054, 0.083]"
12914,0.0,1.0,"(-0.001, 0.002]"
16845,0.017,0.983,"(0.012, 0.022]"
17064,0.0,1.0,"(-0.001, 0.002]"
24818,0.0,1.0,"(-0.001, 0.002]"
36082,0.017,0.983,"(0.012, 0.022]"
50230,0.03,0.97,"(0.022, 0.036]"
62292,0.055,0.945,"(0.054, 0.083]"
64436,0.134,0.866,"(0.083, 0.139]"
8340,0.012,0.988,"(0.002, 0.012]"
44093,0.0,1.0,"(-0.001, 0.002]"
46374,0.04,0.96,"(0.036, 0.054]"
47989,0.026000000000000002,0.974,"(0.022, 0.036]"
50139,0.028999999999999998,0.971,"(0.022, 0.036]"
59866,0.011000000000000001,0.989,"(0.002, 0.012]"
66097,0.027999999999999997,0.972,"(0.022, 0.036]"
68716,0.006999999999999999,0.993,"(0.002, 0.012]"
84518,0.037000000000000005,0.963,"(0.036, 0.054]"
13731,0.019,0.981,"(0.012, 0.022]"
26146,0.0,1.0,"(-0.001, 0.002]"
28363,0.003,0.997,"(0.002, 0.012]"
39366,0.0,1.0,"(-0.001, 0.002]"
47974,0.062,0.938,"(0.054, 0.083]"
55990,0.051,0.949,"(0.036, 0.054]"
35459,0.106,0.894,"(0.083, 0.139]"
